source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-223","b7895d05442fb735","b7895d05442fb735750680a6d474d912ab63e001f39a7a52cc69966a89dde161","G2A1P3-SK-0056","g2/a1/sk|a1-gleich|a1.card.a1-gleich.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-gleich","a1.card.a1-gleich.study.translation","tūlīt","gleich","Okamžite • Rovnaký","Okamžite • Rovnaký","Okamžite • Rovnaký","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Pre nemecké slovo „gleich“ sú „okamžite“ a „rovnaký“ prirodzené slovenské preklady jeho dvoch bežných významov.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","74e7f07983c3dc6e","74e7f07983c3dc6eed051e0e9080cf4334b91c5ce9edab042ca72cd5d06ab6cb","G2A1P3-SK-0057","g2/a1/sk|a1-halten|a1.card.a1-halten.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-halten","a1.card.a1-halten.native","turēt","halten","Podržať • Zastaviť","Podržať • Zastaviť","Podržať • Zastaviť","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Držať • Zastaviť","Nemecké sloveso „halten“ znamená „držať“ aj „zastaviť“; „Podržať“ nie je základný význam slovesa.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","1520b7ba43459f0d","1520b7ba43459f0d7439d3e954e020513349abdf3429987338ee57637d0d01f8","G2A1P3-SK-0058","g2/a1/sk|a1-halten|a1.card.a1-halten.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-halten","a1.card.a1-halten.study.translation","turēt","halten","Podržať • Zastaviť","Podržať • Zastaviť","Podržať • Zastaviť","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Držať • Zastaviť","Pri slove „halten“ treba uviesť prirodzené slovenské infinitívy „držať“ a „zastaviť“, nie nedokonavé „podržať“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","3a9f5f32470a3764","3a9f5f32470a3764ab31cb1f22f1f4b9bf262d1366d6e1f2c8a334aab4c17b84","G2A1P3-SK-0059","g2/a1/sk|a1-heissen|a1.card.a1-heissen.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-heissen","a1.card.a1-heissen.native","saukties","heißen","Hovorte si • Zmysel","Hovorte si • Zmysel","Hovorte si • Zmysel","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Volať sa • Znamenať","Nemecké „heißen“ sa pri osobe prekladá ako „volať sa“ a v inom použití aj ako „znamenať“; „Hovorte si“ je nesprávny tvar.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","7078fe7e425bf091","7078fe7e425bf0917bbb3dca2b027d6fb6c9155c89fcc47dca21bd9fe84c51de","G2A1P3-SK-0060","g2/a1/sk|a1-heissen|a1.card.a1-heissen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-heissen","a1.card.a1-heissen.study.translation","saukties","heißen","Hovorte si • Zmysel","Hovorte si • Zmysel","Hovorte si • Zmysel","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Volať sa • Znamenať","Pre „heißen“ je potrebný slovenský infinitív „volať sa“, pričom „Zmysel“ je podstatné meno a nie vhodný preklad slovesa.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","8ea1cffea9d33134","8ea1cffea9d33134289ca57c0a9720f062f86b2d5ca0be11ef6b37f1e0cb3dd4","G2A1P3-SK-0061","g2/a1/sk|a1-hoeren-study|a1.card.a1-hoeren-study.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-hoeren-study","a1.card.a1-hoeren-study.native","dzirdēt • klausīties","hören","Počúvať • Počúvať","Počúvať • Počúvať","Počúvať • Počúvať","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Počuť • Počúvať","Nemecké „hören“ pokrýva významy „počuť“ a „počúvať“; opakovanie „Počúvať“ nerozlišuje oba významy.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","b0a01f66a497393a","b0a01f66a497393ad5143f41ba1a3498b3637d06bea5ee97283ae228b1d77f15","G2A1P3-SK-0062","g2/a1/sk|a1-hoeren-study|a1.card.a1-hoeren-study.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-hoeren-study","a1.card.a1-hoeren-study.study.translation","dzirdēt • klausīties","hören","Počúvať • Počúvať","Počúvať • Počúvať","Počúvať • Počúvať","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Počuť • Počúvať","Pri „hören“ treba rozlíšiť neúmyselné vnímanie zvuku „počuť“ od zámerného počúvania „počúvať“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","ba9265d5e2117703","ba9265d5e21177034a6e678c5dea0c6f5befddda60d983e893e30a42dfa9ed81","G2A1P3-SK-0063","g2/a1/sk|a1-huebsch|a1.card.a1-huebsch.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-huebsch","a1.card.a1-huebsch.study.comparison[0].meaning","glīts • pievilcīgs pēc izskata","hübsch","pekný • atraktívny vzhľadom","pekný • atraktívny vzhľadom","pekný • atraktívny vzhľadom","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Pekný • Vzhľadovo príťažlivý","Nemecké prídavné meno „hübsch“ znamená „pekný“ alebo „vzhľadovo príťažlivý“; „atraktívny vzhľadom“ je v slovenčine neprirodzené spojenie.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","7d9a811895184908","7d9a811895184908967db59bf1ca0baa32bc14eb340ffc78ca8591b6b7336063","G2A1P3-SK-0066","g2/a1/sk|a1-ihr|a1.card.a1-ihr.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ihr","a1.card.a1-ihr.native","jūs • viņai","ihr","Vy • Ona","Vy • Ona","Vy • Ona","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Vy • jej","Nemecké „ihr“ znamená pri slovese v množnom čísle „vy“, ale ako datív alebo privlastňovacie zámeno „jej“; „ona“ je nesprávny pád.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","1b1d584568a6ef4c","1b1d584568a6ef4c0443d76717c0a2182f79a839607afcffa548a917a574edf4","G2A1P3-SK-0067","g2/a1/sk|a1-ihr|a1.card.a1-ihr.study.tip[0]|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ihr","a1.card.a1-ihr.study.tip[0]","ihr ar darbības vārda dsk. formu (kommt, habt) = jūs; ihr blakus vārdam kā datīvs vai piederība = viņai/viņas.","ihr","Ihr so ​​slovesom dsk. tvar (kommt, habt) = ty • Ihr vedľa slova ako datív alebo privlastňovacie = ona/jej.","Ihr so ​​slovesom dsk. tvar (kommt, habt) = ty • Ihr vedľa slova ako datív alebo privlastňovacie = ona/jej.","Ihr so ​​slovesom dsk. tvar (kommt, habt) = ty • Ihr vedľa slova ako datív alebo privlastňovacie = ona/jej.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Ihr so slovesom v množnom čísle (kommt, habt) = vy • Ihr pri slove v datíve alebo v privlastňovacom význame = jej.","Pri nemeckom „ihr“ treba opraviť význam pri slovesách z „ty“ na „vy“ a pri datíve či vlastníctve z „ona/jej“ na správne „jej“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","2def1f81fdf07559","2def1f81fdf075599e35cf12fa28e8b7f7efe41fd7ff3a4f6448225678985c26","G2A1P3-SK-0069","g2/a1/sk|a1-ihr|a1.card.a1-ihr.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ihr","a1.card.a1-ihr.study.translation","jūs • viņai","ihr","Vy • Ona","Vy • Ona","Vy • Ona","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Vy • jej","Pre nemecké zámeno „ihr“ sú správne slovenské ekvivalenty „vy“ a „jej“; „ona“ je v tomto kontexte nesprávny tvar.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","db37e46bc82ad8d2","db37e46bc82ad8d2649b5f83eaac051f400921047c2d52bf179ff81b8ef14730","G2A1P3-SK-0070","g2/a1/sk|a1-im|a1.card.a1-im.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-im","a1.card.a1-im.native","iekšā (-ā) • kur?","im","V • Kde?","V • Kde?","V • Kde?","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","v • kde?","Nemecké slovo „im“ vyjadruje polohu vo vnútri, preto je prirodzený preklad „v • kde?“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","be7fa26531ee6158","be7fa26531ee6158073935afe77afb054676972cdf5938ade8e4d33517b98ba8","G2A1P3-SK-0071","g2/a1/sk|a1-im|a1.card.a1-im.study.tip[1]|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-im","a1.card.a1-im.study.tip[1]","Kurp? → ins; kur? → im — nesajauc šos divus!","im","Kde? → v • Kde? → im - nezamieňajte si tieto dve veci!","Kde? → v • Kde? → im - nezamieňajte si tieto dve veci!","Kde? → v • Kde? → im - nezamieňajte si tieto dve veci!","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Kam? → do • kde? → v – nezamieňajte si tieto dve veci!","Pri nemeckom „im“ ide o odpoveď na otázku „kde?“, zatiaľ čo „ins“ odpovedá na „kam?“ a prekladá sa ako „do“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","6f2a971e4c3fef6c","6f2a971e4c3fef6cf6973c185de57fa83459feecf17fb555347c9a20d30fb472","G2A1P3-SK-0072","g2/a1/sk|a1-im|a1.card.a1-im.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-im","a1.card.a1-im.study.translation","iekšā (-ā) • kur?","im","V • Kde?","V • Kde?","V • Kde?","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","v • kde?","Nemecké „im“ označuje miesto, preto má byť slovenský preklad „v • kde?“ namiesto veľkých začiatočných písmen.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","90741459f3bc44f9","90741459f3bc44f9c814c49cc72437d77cf87bceb767b716f9611b7f67bac2e9","G2A1P3-SK-0073","g2/a1/sk|a1-in|a1.card.a1-in.study.important[0]|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-in","a1.card.a1-in.study.important[0]","in nav vienmēr burtiski “iekšā”; latviski bieži saka Berlīnē, skolā, uz kino.","in","In nie vždy doslova znamená „in“ • Lotyščina sa často používa v Berlíne, v škole, v kine.","In nie vždy doslova znamená „in“ • Lotyščina sa často používa v Berlíne, v škole, v kine.","In nie vždy doslova znamená „in“ • Lotyščina sa často používa v Berlíne, v škole, v kine.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Nemecké „in“ nie vždy doslova znamená „dovnútra“ • V slovenčine sa často hovorí „v Berlíne, v škole, v kine“.","Pri nemeckom „in“ je pôvodný text čiastočne v inom jazyku a nesprávne uvádza lotyštinu; oprava používa prirodzené slovenské príklady.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","65b23ac6d9b95710","65b23ac6d9b95710297d0a671682126516f07f580ff9a5536ee27f4f3b6ae874","G2A1P3-SK-0074","g2/a1/sk|a1-ins|a1.card.a1-ins.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ins","a1.card.a1-ins.native","iekšā • uz iekšu • kurp?","ins","V • V • Kde?","V • V • Kde?","V • V • Kde?","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","do • dovnútra • kam?","Nemecké „ins“ vyjadruje smer dovnútra, preto sa prekladá ako „do • dovnútra • kam?“, nie ako statické „v“ a „kde?“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","8e977a10c3e33875","8e977a10c3e33875ac434a9ae80d1d415befbe6936078fee881ca550843af36c","G2A1P3-SK-0075","g2/a1/sk|a1-ins|a1.card.a1-ins.study.important[2]|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ins","a1.card.a1-ins.study.important[2]","Vīriešu dzimtei: in den Wald; sieviešu: in die Schule.","ins","Pre mužské: in den Wald • Pre ženy: in die Schule.","Pre mužské: in den Wald • Pre ženy: in die Schule.","Pre mužské: in den Wald • Pre ženy: in die Schule.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Pre mužský rod: in den Wald • Pre ženský rod: in die Schule.","Pri nemeckom „ins“ treba rodové označenia uviesť po slovensky ako „mužský rod“ a „ženský rod“, nie „pre mužské“ a „pre ženy“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","d1d404ff7f45bc0c","d1d404ff7f45bc0c91ebd3aebc276a6616655d53aa4101c09a27fe02b1160fc4","G2A1P3-SK-0076","g2/a1/sk|a1-ins|a1.card.a1-ins.study.tip[1]|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ins","a1.card.a1-ins.study.tip[1]","Kurp? → ins; kur? → im — šis ir galvenais atšķirības punkts!","ins","Kde? → v • Kde? → oni - to je hlavný rozdiel!","Kde? → v • Kde? → oni - to je hlavný rozdiel!","Kde? → v • Kde? → oni - to je hlavný rozdiel!","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","Kam? → do • kde? → v – to je hlavný rozdiel!","Nemecké „ins“ odpovedá na „kam?“ a znamená „do“, kým „im“ odpovedá na „kde?“ a znamená „v“; pôvodné „oni“ je chybný preklad.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","51fdfe95394d07cc","51fdfe95394d07cc768ed872812ce67f6368baf2fa2a90c39f8e7c9ab78f1c5e","G2A1P3-SK-0077","g2/a1/sk|a1-ins|a1.card.a1-ins.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-ins","a1.card.a1-ins.study.translation","iekšā • uz iekšu • kurp?","ins","V • V • Kde?","V • V • Kde?","V • V • Kde?","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","do • dovnútra • kam?","Nemecké „ins“ označuje pohyb smerom dovnútra, preto slovenské ekvivalenty musia byť „do • dovnútra • kam?“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-223","f4ef6c228edbdf63","f4ef6c228edbdf63ccfeabe10a102e9e9c2b271b9a0a3ff5d6820d2ffb272e71","G2A1P3-SK-0078","g2/a1/sk|a1-kein|a1.card.a1-kein.native|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-kein","a1.card.a1-kein.native","neviens • nekāds","kein","Nikto • Nič","Nikto • Nič","Nikto • Nič","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","žiadny • nijaký","Nemecké „kein“ je záporné zámeno alebo determinátor s významom „žiadny • nijaký“, nie všeobecné slovenské „nikto • nič“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-222","201d0084b2d2d6d1","201d0084b2d2d6d1f8ab75f5aafc7f5d884662ede45ae5dbdbb540acece86c0b","G2A1P3-SK-0079","g2/a1/sk|a1-kein|a1.card.a1-kein.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","sk","","crowdin-staging/g2/sk-a1.json","a1-kein","a1.card.a1-kein.study.translation","neviens • nekāds","kein","Nikto • Nič","Nikto • Nič","Nikto • Nič","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","žiadny • nijaký","V prípade nemeckého slova „kein“ treba zachovať význam neprítomnosti alebo záporu pri podstatnom mene: „žiadny • nijaký“.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
